"June 12, 1942
","12 czerwca 1942
"
"After an hour Mr
","Po godzinie panie
"
"van Daan switched places with his wife again, and Father came and sat beside me
","van Daan ponownie zamienił się miejscami z żoną, a ojciec podszedł i usiadł obok mnie
"
"The men smoked one cigarette after another, an occasional sigh was heard, somebody made another trip to the potty, and then everything began all over again
","Mężczyźni palili jednego papierosa za drugim, od czasu do czasu słychać było westchnienie, ktoś kolejny raz poszedł na nocnik, a potem wszystko zaczęło się od nowa
"
"Four o'clock, five, five-thirty
","Czwarta, piąta, piąta trzydzieści
"
"I went and sat with Peter by his window and listened, so close we could feel each other's bodies trembling
","Poszedłem, usiadłem z Peterem przy jego oknie i słuchałem, tak blisko, że mogliśmy poczuć, jak drżą się nawzajem ciała
"
"we spoke a word or two from time to time and listened intently
","od czasu do czasu rozmawialiśmy słowo lub dwa i słuchaliśmy uważnie
"
"Next door they took down the blackout screen
","W sąsiednich drzwiach zdjęli ekran zaciemniający
"
"They made a list of everything they were planning to tell Mr
","Zrobili listę wszystkiego, co planowali powiedzieć panu
"
"Kleiman over the phone, because they intended to call him at seven and ask him to send someone over
","Kleimana przez telefon, ponieważ zamierzali zadzwonić do niego o siódmej i poprosić o przysłanie kogoś
"
"They were taking a big chance, since the police guard at the door or in the warehouse might hear them calling, but there was an even greater risk that the police would return
","Ryzykowali, bo strażnik przy drzwiach lub w magazynie mógł ich usłyszeć, ale istniało jeszcze większe ryzyko, że policja wróci
"
"I'm enclosing their list, but for the sake of clarity, I'll copy it here
","Załączam ich listę, ale dla jasności skopiuję ją tutaj
"
"Police in building, up to bookcase, but no farther
","Policja w budynku, do regału, ale nie dalej
"
"Burglars apparently interrupted, forced warehouse door, fled through garden
","Włamywacze najwyraźniej przerwali, wyłamali drzwi magazynu, uciekli przez ogród
"
"Main entrance bolted
","Główne wejście zaryglowane
"
"Kugler must have left through second door
","Kugler musiał wyjść drugimi drzwiami
"
"Typewriter and adding machine safe in black chest in private office
","Sejf na maszynę do pisania i dodawanie w czarnej skrzyni w prywatnym biurze
"
"Miep's or Bep's laundry in washtub in kitchen
","Pranie Miep's lub Bep's w balii w kuchni
"
"Only Bep or Kugler have key to second door
","Tylko Bep lub Kugler mają klucz do drugich drzwi
"
"lock may be broken
","zamek może być uszkodzony
"
"Try to warn Jan and get key, look around office
","Spróbuj ostrzec Jana i zdobądź klucz, rozejrzyj się po biurze
"
"also feed cat
","również karmić kota
"
"For the rest, everything went according to plan
","Co do reszty wszystko poszło zgodnie z planem
"
"Kleiman was phoned, the poles were removed from the doors, the typewriter was put back in the chest
","Zadzwoniono do Kleimana, zdjęto słupy z drzwi, maszynę do pisania umieszczono z powrotem w skrzyni
"
"Then we all sat around the table again and waited for either Jan or the police
","Potem wszyscy znowu usiedliśmy przy stole i czekaliśmy na Jana lub policję
"
"Peter had dropped off to sleep and Mr
","Peter zasnął, a pan
"
"van Daan and I were lying on the floor when we heard loud footsteps below
","van Daan i ja leżeliśmy na podłodze, kiedy w dole usłyszeliśmy głośne kroki
"
"I got up quietly
","Wstałem cicho
"
"It's Jan
","To Jan
"
"No, no, it's the police
","Nie, nie, to policja
"
"they all said
","wszyscy powiedzieli
"
"There was a knocking at our bookcase
","Rozległo się pukanie do naszego regału
"
"Miep whistled
","Miep gwizdnęła
"
"This was too much for Mrs
","To było za wiele dla pani
"
"van Daan, who sank limply in her chair, white as a sheet
","van Daan, który opadł bezwładnie na krzesło, blady jak prześcieradło
"
"If the tension had lasted another minute, she would have fainted
","Gdyby napięcie trwało jeszcze minutę, zemdlałaby
"
"Jan and Miep came in and were met with a delightful scene
","Jan i Miep weszli i spotkali się z cudowną sceną
"
"The table alone would have been worth a photograph
","Sam stół byłby wart sfotografowania
"
"a copy of Cinema & Theater, opened to a page of dancing girls and smeared with jam and pectin, which we'd been taking to combat the diarrhea, two jam jars, half a bread roll, a quarter of a bread roll, pectin, a mirror, a comb, matches, ashes, cigarettes, tobacco, an ashtray, books, a pair of underpants, a flashlight, Mrs
","egzemplarz Cinema & Theatre, otwarty na stronę tańczących dziewcząt i posmarowany dżemem i pektyną, który braliśmy na biegunkę, dwa słoiki z dżemem, pół bułki, ćwierć bułki, pektyny, lusterko, grzebień, zapałki, popiół, papierosy, tytoń, popielniczka, książki, para majtek, latarka, pani
"
"van Daan's comb, toilet paper, etc
","grzebień van Daana, papier toaletowy itp
"
"Jan and Miep were of course greeted with shouts and tears
","Jan i Miep zostali oczywiście powitani okrzykami i łzami
"
"Jan nailed a pinewood board over the gap in the door and went off again with Miep to inform the police of the break-in
","Jan przybił deskę z drewna sosnowego do szczeliny w drzwiach i ponownie poszedł z Miep, aby poinformować policję o włamaniu
"
"Miep had also found a note under the ware- house door from Sleegers, the night watchman, who had noticed the hole and alerted the police
","Miep znalazła również notatkę pod drzwiami magazynu od Sleegersa, nocnego stróża, który zauważył dziurę i zaalarmował policję.
"
"Jan was also planning to see Sleegers
","Jan również planował zobaczyć Sleegersa
"
"So we had half an hour in which to put the house and ourselves to rights
","Mieliśmy więc pół godziny na naprawienie domu i siebie
"
"I've never seen such a transformation as in those thirty minutes
","Nigdy nie widziałem takiej przemiany jak w ciągu tych trzydziestu minut
"
"Margot and I got the beds ready downstairs, went to the bathroom, brushed our teeth, washed our hands and combed our hair
","Margot i ja przygotowaliśmy łóżka na dole, poszliśmy do łazienki, umyliśmy zęby, umyliśmy ręce i uczesaliśmy włosy
"
"Then I straightened up the room a bit and went back upstairs
","Potem trochę wyprostowałem pokój i wróciłem na górę
"
"The table had already been cleared, so we got some water, made coffee and tea, boiled the milk and set the table
","Stół był już posprzątany, więc wzięliśmy trochę wody, zrobiliśmy kawę i herbatę, ugotowaliśmy mleko i nakryliśmy do stołu
"
"Father and Peter emptied our improvised potties and rinsed them with warm water and powdered bleach
","Ojciec i Piotr opróżnili nasze prowizoryczne nocniki i opłukali je ciepłą wodą i sproszkowanym wybielaczem
"
"The largest one was filled to the brim and was so heavy they had a hard time lifting it
","Największy był wypełniony po brzegi i był tak ciężki, że trudno było go podnieść
"
"To make things worse, it was leaking, so they had to put it in a bucket
","Co gorsza, przeciekał, więc musieli go włożyć do wiadra
"
"At eleven o'clock Jan was back and joined us at the table, and gradually everyone began to relax
","O jedenastej Jan wrócił i dołączył do nas przy stole, i stopniowo wszyscy zaczęli się rozluźniać
"
"Jan had the following story to tell
","Jan miał do opowiedzenia następującą historię
"
"Sleegers was asleep, but his wife told Jan that her husband had discovered the hole in the door while making his rounds
","Sleegers spał, ale jego żona powiedziała Janowi, że jej mąż odkrył dziurę w drzwiach podczas obchodów
"
"He called in a policeman, and the two of them searched the building
","Zawołał policjanta i obaj przeszukali budynek
"
"Sleegers, in his capacity as night watchman, patrols the area every night on his bike, accompanied by his two dogs
","Sleegers, pełniąc rolę nocnego stróża, co noc patroluje okolicę na swoim rowerze, w towarzystwie swoich dwóch psów
"
"His wife said he would come on Tuesday and tell Mr
","Jego żona powiedziała, że ​​przyjdzie we wtorek i powie panu
"
"Kugler the rest
","Kugler reszta
"
"No one at the police station seemed to know anything about the break-in, but they made a note to come first thing Tuesday morning to have a look
","Wydawało się, że nikt na komisariacie nie wiedział nic o włamaniu, ale we wtorek rano odnotowali, że przyjdą najpierw, żeby się przyjrzeć
"
"On the way back Jan happened to run into Mr
","W drodze powrotnej Jan natknął się na pana
"
"van Hoeven, the man who supplies us with potatoes, and told him of the break-in
","van Hoeven, człowiek, który dostarcza nam ziemniaki, i powiedział mu o włamaniu
"
"I know
","wiem
"
"van Hoeven calmly replied
","- odpowiedział spokojnie van Hoeven
"
"Last night when my wife and I were walking past your building, I saw a gap in the door
","Ostatniej nocy, kiedy przechodziliśmy z żoną obok twojego budynku, zobaczyłem lukę w drzwiach
"
"My wife wanted to walk on, but I peeked inside with a flashlight, and that's when the burglars must have run off
","Żona chciała iść dalej, ale zajrzałem do środka z latarką i wtedy włamywacze musieli uciekać
"
"To be on the safe side, I didn't call the police
","Na wszelki wypadek nie zadzwoniłem na policję
"
"I thought it wouldn't be wise in your case
","Pomyślałem, że to nie byłoby mądre w twoim przypadku
"
"I don't know anything, but I have my suspicions
","Nic nie wiem, ale mam swoje podejrzenia
"
"Jan thanked him and went on
","Jan podziękował mu i poszedł dalej
"
"van Hoeven obviously suspects we're here, because he always delivers the potatoes at lunchtime
","van Hoeven najwyraźniej podejrzewa, że ​​tu jesteśmy, ponieważ zawsze dostarcza ziemniaki w porze lunchu
"
"A decent man
","Porządny człowiek
"
"It was one o'clock by the time Jan left and we'd done the dishes
","Kiedy Jan wyszedł, a my zmyliśmy naczynia, była pierwsza w nocy
"
"All eight of us went to bed
","Cała ośmioro poszło spać
"
"I woke up at quarter to three and saw that Mr
","Obudziłem się kwadrans trzecia i zobaczyłem, że pan
"
"Dussel was already up
","Dussel już wstał
"
"My face rumpled with sleep, I happened to run into Peter in the bathroom, just after he'd come downstairs
","Moja twarz zmarszczyła się od snu, zdarzyło mi się wpaść na Petera w łazience, zaraz po tym, jak zszedł na dół
"
"We agreed to meet in the office
","Umówiliśmy się na spotkanie w biurze
"
"I freshened up a bit and went down
","Odświeżyłem się trochę i zszedłem
"
"After all this, do you still dare go to the front attic
","Po tym wszystkim, czy nadal odważysz się iść na frontowy strych
"
"he asked
","on zapytał
"
"I nodded, grabbed my pillow, with a cloth wrapped around it, and we went up together
","Skinąłem głową, złapałem poduszkę, owiniętą wokół niej szmatką i poszliśmy razem na górę
"
"The weather was gorgeous, and even though the air-raid sirens soon began to wail, we stayed where we were
","Pogoda była cudowna i chociaż syreny alarmowe wkrótce zaczęły wyć, zostaliśmy na miejscu
"
"Peter put his arm around my shoulder, I put mine around his, and we sat quietly like this until four o'clock, when Margot came to get us for coffee
","Peter objął mnie ramieniem, ja otoczyłem jego i tak siedzieliśmy cicho do czwartej, kiedy Margot przyszła po nas na kawę
"
"We ate our bread, drank our lemonade and joked
","Jedliśmy chleb, piliśmy lemoniadę i żartowaliśmy
"
"we were finally able to again
","w końcu byliśmy w stanie ponownie
"
"and for the rest everything was back to normal
","a co do reszty wszystko wróciło do normy
"
"That evening I thanked Peter because he'd been the bravest of us all
","Tego wieczoru podziękowałem Peterowi, ponieważ był najodważniejszy z nas wszystkich
"
"None of us have ever been in such danger as we were that night
","Nikt z nas nigdy nie był w takim niebezpieczeństwie jak tej nocy
"
"God was truly watching over us
","Bóg naprawdę nas czuwał
"
"Just think-the police were right at the bookcase, the light was on, and still no one had discovered our hiding place
","Pomyśl tylko - policja była tuż przy biblioteczce, paliło się światło, a mimo to nikt nie odkrył naszej kryjówki
"
"Now we're done for
","Teraz skończyliśmy
"
"I'd whispered at that moment, but once again we were spared
","Szepnąłem w tym momencie, ale znowu zostaliśmy oszczędzeni
"
"When the invasion comes and the bombs start falling, it'll be every man for himself, but this time we feared for those good, innocent Christians who are helping us
","Kiedy nadejdzie inwazja i bomby zaczną spadać, każdy człowiek będzie dla siebie, ale tym razem baliśmy się o tych dobrych, niewinnych chrześcijan, którzy nam pomagają
"
"We've been saved, keep on saving us
","Zostaliśmy uratowani, ratujcie nas dalej
"
"That's all we can say
","To wszystko, co możemy powiedzieć
"
"This incident has brought about a whole lot of changes
","Ten incydent przyniósł wiele zmian
"
"As of now, Dussel
","Jak na razie Dussel
"
"will be doing his work in the bathroom, and Peter will be patrolling the house between eight-thirty and nine-thirty
","będzie wykonywał swoją pracę w łazience, a Piotr będzie patrolował dom między ósmą trzydzieści a dziewiątą trzydzieści
"
"Peter isn't allowed to open his window anymore, since one of the Keg people noticed it was open
","Peterowi nie wolno już otwierać okna, ponieważ jeden z ludzi z beczki zauważył, że było otwarte
"
"We can no longer flush the toilet after nine-thirty at night
","Nie możemy już spłukiwać toalety po dziewiątej trzydzieści w nocy
"
"Sleegers has been hired as night watchman, and tonight a carpenter from the underground is coming to make a barricade out of our white Frankfurt bedsteads
","Sleegers został zatrudniony jako nocny stróż, a dziś wieczorem przyjeżdża stolarz z podziemia, aby zrobić barykadę z naszych białych łóżek we Frankfurcie
"
"Debates are going on left and right in the Annex
","W Aneksie po lewej i prawej stronie toczą się debaty
"
"Kugler has reproached us for our carelessness
","Kugler zarzucił nam naszą nieostrożność
"
"Jan also said we should never go downstairs
","Jan powiedział też, że nigdy nie powinniśmy schodzić na dół
"
"What we have to do now is find out whether Sleegers can be trusted, whether the dogs will bark if they hear someone behind the door, how to make the barricade, all sorts of things
","Musimy teraz dowiedzieć się, czy można ufać Sleegers, czy psy będą szczekać, jeśli usłyszą kogoś za drzwiami, jak zrobić barykadę, różne rzeczy
"
"We've been strongly reminded of the fact that we're Jews in chains, chained to one spot, without any rights, but with a thousand obligations
","Przypomniało nam się mocno, że jesteśmy Żydami w łańcuchach, przykutymi do jednego miejsca, bez żadnych praw, ale z tysiącem zobowiązań
"
"We must put our feelings aside
","Musimy odłożyć na bok nasze uczucia
"
"we must be brave and strong, bear discomfort with- out complaint, do whatever is in our power and trust in God
","musimy być odważni i silni, znosić dyskomfort bez narzekania, robić wszystko, co w naszej mocy i ufać Bogu
"
"One day this terrible war will be over
","Pewnego dnia ta straszna wojna się skończy
"
"The time will come when we'll be people again and not just Jews
","Nadejdzie czas, kiedy znów będziemy ludźmi, a nie tylko Żydami
"
"Who has inflicted this on us? Who has set us apart from all the rest? Who has put us through such suffering? It's God who has made us the way we are, but it's also God who will lift us up again
","Kto nam to wyrządził? Kto nas wyróżnił spośród całej reszty? Kto nas poddał takim cierpieniom? To Bóg uczynił nas takimi, jakimi jesteśmy, ale to także Bóg, który nas ponownie podniesie
"
"In the eyes of the world, we're doomed, but if, after all this suffering, there are still Jews left, the Jewish people will be held up as an example
","W oczach świata jesteśmy skazani, ale jeśli po tych wszystkich cierpieniach nadal zostaną Żydzi, naród żydowski zostanie wskazany jako przykład
"
"Who knows, maybe our religion will teach the world and all the people in it about goodness, and that's the reason, the only reason, we have to suffer
","Kto wie, może nasza religia nauczy świat i wszystkich w niej ludzi o dobroci i to jest powód, jedyny powód, dla którego musimy cierpieć
"
"We can never be just Dutch, or just English, or whatever, we will always be Jews as well
","Nigdy nie możemy być tylko Holendrami, Anglikami czy kimkolwiek, zawsze też będziemy Żydami
"
"And we'll have to keep on being Jews, but then, we'll want to be
","I będziemy musieli nadal być Żydami, ale wtedy będziemy chcieli nimi być
"
"Be brave
","Być odważnym
"
"Let's remember our duty and perform it without complaint
","Pamiętajmy o naszym obowiązku i wykonujmy go bez zarzutu
"
"There will be a way out
","Będzie wyjście
"
"God has never deserted our people
","Bóg nigdy nie opuścił naszego ludu
"
"Through the ages Jews have had to suffer, but through the ages they've gone on living, and the centuries of suffering have only made them stronger
","Przez wieki Żydzi musieli cierpieć, ale przez wieki, w których żyli, a wieki cierpienia tylko ich wzmocniły
"
"The weak shall fall and the strong shall survive and not be defeated
","Słabi upadną, a silni przetrwają i nie zostaną pokonani
"
"That night I really thought I was going to die
","Tej nocy naprawdę myślałem, że umrę
"
"I waited for the police and I was ready for death, like a soldier on a battlefield
","Czekałem na policję i byłem gotowy na śmierć, jak żołnierz na polu bitwy
"
"I'd gladly have given my life for my country
","Chętnie oddałbym życie za mój kraj
"
"But now, now that I've been spared, my first wish after the war is to become a Dutch citizen
","Ale teraz, kiedy mnie oszczędzono, moim pierwszym życzeniem po wojnie jest zostać obywatelem Holandii
"
"I love the Dutch, I love this country, I love the language, and I want to work here
","Kocham Holendrów, kocham ten kraj, kocham język i chcę tu pracować
"
"And even if I have to write to the Queen herself, I won't give up until I've reached my goal
","I nawet jeśli będę musiał napisać do samej Królowej, nie poddam się, dopóki nie osiągnę celu
"
"I'm becoming more and more independent of my parents
","Staję się coraz bardziej niezależny od moich rodziców
"
"Young as I am, I face life with more courage and have a better and truer sense of justice than Mother
","Chociaż jestem młoda, stawiam czoła życiu z większą odwagą i mam lepsze i prawdziwsze poczucie sprawiedliwości niż matka
"
"I know what I want, I have a goal, I have opinions, a religion and love
","Wiem, czego chcę, mam cel, mam poglądy, religię i miłość
"
"If only I can be myself, I'll be satisfied
","Jeśli tylko będę mógł być sobą, będę zadowolony
"
"I know that I'm a woman, a
","Wiem, że jestem kobietą
"
"woman with inner strength and a great deal of courage
","kobieta z wewnętrzną siłą i dużą dozą odwagi
"
"If God lets me live, I'll achieve more than Mother ever did, I'll make my voice heard, I'll go out into the world and work for mankind
","Jeśli Bóg pozwoli mi żyć, osiągnę więcej niż matka kiedykolwiek, sprawię, że mój głos zostanie usłyszany, wyjdę w świat i będę pracować dla ludzkości
"
"I now know that courage and happiness are needed first
","Teraz wiem, że najpierw potrzebna jest odwaga i szczęście
"
"Yours, Anne M
","Pozdrawiam, Anne M.
"
"FRIDAY, APRIL 14, 1944
","PIĄTEK 14 KWIETNIA 1944
"
"Dear Kitty,
","Drogi Kiciu,
"
"Everyone here is still very tense
","Wszyscy tutaj są nadal bardzo spięci
"
"Pim has nearly reached the boiling point
","Pim prawie osiągnął punkt wrzenia
"
"van D
","van D.
"
"is lying in bed with a cold, grumbling
","leży w łóżku z zimnem, narzekając
"
"van D
","van D.
"
"is growing pale without his cigarettes
","blednie bez papierosów
"
"Dussel, who's having to give up many of his comforts, is carping at everyone
","Dussel, który musi zrezygnować z wielu swoich wygód, troszczy się o wszystkich
"
"etc., etc
","itd itd
"
"We seem to have run out of luck lately
","Wydaje się, że ostatnio zabrakło nam szczęścia
"
"The toilet's leaking, and the faucet's stuck
","Toaleta przecieka, a kran jest zablokowany
"
"Thanks to our many connections, we'll soon be able to get these repaired
","Dzięki naszym licznym połączeniom wkrótce będziemy mogli je naprawić
"
"I'm occasionally sentimental, as you know, but from time to time I have reason to be
","Jak wiesz, czasami jestem sentymentalny, ale od czasu do czasu mam do tego powód
"
"when Peter and I are sitting close together on a hard wooden crate among the junk and dust, our arms around each other's shoulders, Peter toying with a lock of my hair
","kiedy Peter i ja siedzimy blisko siebie na twardej drewnianej skrzyni pośród śmieci i kurzu, nasze ramiona obejmują się nawzajem, Peter bawi się kosmykiem moich włosów
"
"when the birds outside are trilling their songs, when the trees are in bud, when the sun beckons and the sky is so blue--oh, that's when I wish for so much
","kiedy ptaki na zewnątrz śpiewają, kiedy drzewa są w pąku, kiedy słońce kusi, a niebo jest tak niebieskie - o, to jest, kiedy tak bardzo pragnę
"
"All I see around me are dissatisfied and grumpy faces, all I hear are sighs and stifled complaints
","Wszystko co widzę wokół mnie to niezadowolone i zrzędliwe twarze, wszystko co słyszę to westchnienia i zduszone narzekania
"
"You'd think our lives had taken a sudden turn for the worse
","Można by pomyśleć, że nasze życie nagle się pogorszyło
"
"Honestly, things are only as bad as you make them
","Szczerze mówiąc, rzeczy są tylko tak złe, jak je robisz
"
"Here in the Annex no one even bothers to set a good example
","Tutaj, w załączniku, nikt nawet nie zadaje sobie trudu, by dawać dobry przykład
"
"We each have to figure out how to get the better of our own moods
","Każdy z nas musi wymyślić, jak poprawić własny nastrój
"
"Every day you hear
","Słyszysz każdego dnia
"
"If only it were all over
","Gdyby tylko było po wszystkim
"
"Work, love, courage and hope,
","Praca, miłość, odwaga i nadzieja,
"
"Make me good and help me cope
","Uczyń mnie dobrym i pomóż mi sobie radzić
"
"I really believe, Kit, that I'm a little nutty today, and I don't know why
","Naprawdę wierzę, Kit, że jestem dziś trochę zwariowany i nie wiem dlaczego
"
"My writing's all mixed up, I'm jumping from one thing to another, and sometimes I seriously doubt whether anyone will ever be interested in this drivel
","Moje pisanie jest pomieszane, skaczę od jednej rzeczy do drugiej i czasami poważnie wątpię, czy ktoś kiedykolwiek będzie zainteresowany tą bzdurą
"
"They'll probably call it
","Pewnie to nazwie
"
"The Musings of an Ugly Duckling
","Rozważania brzydkiego kaczątka
"
"My diaries certainly won't be of much use to Mr
","Moje pamiętniki z pewnością nie przydadzą się panu
"
"Bolkestein or Mr
","Bolkestein lub Mr
"
"Yours, Anne M
","Pozdrawiam, Anne M.
"
"SATURDAY, APRIL 15, 1944
","SOBOTA, 15 KWIETNIA 1944 R.
"
"Dearest Kitty
","Najdroższa Kitty
"
"There's just one bad thing after another
","Jest tylko jedna zła rzecz po drugiej
"
"When will it all end
","Kiedy to wszystko się skończy
"
"You can sure say that again
","Możesz to powtórzyć
"
"Guess what's happened now? Peter forgot to unbolt the front door
","Zgadnij, co się teraz stało? Peter zapomniał odryglować drzwi frontowe
"
"As a result, Mr
","W rezultacie p
"
"Kugler and the warehouse employees couldn't get in
","Kugler i pracownicy magazynu nie mogli wejść
"
"He went to Keg's, smashed in our office kitchen window and got in that way
","Poszedł do Kega, rozbił okno w naszej kuchni w biurze i dostał się w ten sposób
"
"The windows in the Annex were open, and the Keg people saw that too
","Okna w Aneksie były otwarte i ludzie z Kegów też to widzieli
"
"What must they be thinking? And van Maaren? Mr
","Co oni sobie myślą? A van Maaren? Pan
"
"Kugler's furious
","Kugler jest wściekły
"
"We accuse him of not doing anything to reinforce the doors, and then we do a stupid thing like this
","Oskarżamy go, że nie robi nic, by wzmocnić drzwi, a potem robimy taką głupią rzecz
"
"Peter's extremely upset
","Peter jest bardzo zdenerwowany
"
"At the table, Mother said she felt sorrier for Peter than for anyone else, and he nearly began to cry
","Przy stole matka powiedziała, że ​​bardziej żałuje Piotra niż kogokolwiek innego, a on prawie zaczął płakać
"
"We're equally to blame, since we usually ask him every day if he's unbolted the door, and so does Mr
","Jesteśmy w równym stopniu winni, ponieważ zwykle codziennie pytamy go, czy odryglował drzwi, podobnie jak pan
"
"van Daan
","van Daan
"
"Maybe I can go comfort him later on
","Może uda mi się go później pocieszyć
"
"I want to help him so much
","Tak bardzo chcę mu pomóc
"
"Here are the latest news bulletins about life in the Secret Annex over the last few weeks
","Oto najnowsze wiadomości o życiu w Tajnym Aneksie z ostatnich kilku tygodni
"
"A week ago Saturday, Boche suddenly got sick
","Tydzień temu w sobotę Boche nagle zachorował
"
"He sat quite still and started drooling
","Siedział całkiem nieruchomo i zaczął się ślinić
"
"Miep immediately picked him up, rolled him in a towel, tucked him in her shopping bag and brought him to the dog-and-cat clinic
","Miep natychmiast go podniosła, zawinęła w ręcznik, włożyła do torby na zakupy i zabrała do kliniki dla psów i kotów.
"
"Boche had some kind of intestinal problem, so the vet gave him medicine
","Boche miał jakiś problem z jelitami, więc weterynarz dał mu lekarstwo
"
"Peter gave it to him a few times, but Boche soon made himself scarce
","Peter podał mu go kilka razy, ale Boche wkrótce stracił przytomność
"
"I'll bet he was out courting his sweetheart
","Założę się, że zaczął zabiegać o swoją ukochaną
"
"But now his nose is swollen and he meows whenever you pick him up-he was probably trying to steal food and somebody smacked him
","Ale teraz ma spuchnięty nos i miauczy za każdym razem, gdy go podnosisz - prawdopodobnie próbował ukraść jedzenie i ktoś go uderzył
"
"Mouschi lost her voice for a few days
","Mouschi straciła głos na kilka dni
"
"Just when we decided she had to be taken to the vet too, she started getting better
","Kiedy zdecydowaliśmy, że ona też musi być zabrana do weterynarza, zaczęła się poprawiać
"
"We now leave the attic window open a crack every night
","Teraz każdego wieczoru zostawiamy otwarte okno na poddaszu
"
"Peter and I often sit up there in the evening
","Peter i ja często siedzimy tam wieczorem
"
"Thanks to rubber cement and oil paint, our toilet
","Dzięki kauczukowemu cementowi i farbie olejnej nasza toaleta
"
"could quickly be repaired
","można szybko naprawić
"
"The broken faucet has been replaced
","Zepsuty kran został wymieniony
"
"Luckily, Mr
","Na szczęście panie
"
"Kleiman is feeling better
","Kleiman czuje się lepiej
"
"He's going to see a specialist soon
","Niedługo idzie do specjalisty
"
"We can only hope he won't need an operation
","Możemy mieć tylko nadzieję, że nie będzie potrzebował operacji
"
"This month we received eight Ration books
","W tym miesiącu otrzymaliśmy osiem książek Ration
"
"Unfortunately, for the next two weeks beans have been substituted for oatmeal or groats
","Niestety na najbliższe dwa tygodnie fasola została zastąpiona płatkami owsianymi lub kaszą
"
"Our latest delicacy is piccalilli
","Nasz najnowszy przysmak to piccalilli
"
"If you're out of luck, all you get is a jar full of cucumber and mustard sauce
","Jeśli nie masz szczęścia, wszystko, co dostajesz, to słoik pełen sosu z ogórka i musztardy
"
"Vegetables are hard to come by
","Warzywa są trudne do zdobycia
"
"There's only lettuce, lettuce and more lettuce
","Jest tylko sałata, sałata i jeszcze więcej sałaty
"
"Our meals consist entirely of potatoes and imitation gravy
","Nasze posiłki składają się w całości z ziemniaków i imitacji sosu
"
"The Russians are in possession of more than half the Crimea
","Rosjanie są w posiadaniu ponad połowy Krymu
"
"The British
","Brytyjczycy
"
"aren't advancing beyond Cassino
","nie wykraczają poza Cassino
"
"We'll have to count on the Western Wall
","Będziemy musieli liczyć na Ścianę Płaczu
"
"There have been a lot of unbelievably heavy air raids
","Było wiele niewiarygodnie ciężkich nalotów
"
"The Registry of Births, Deaths and Marriages in
","Rejestr urodzeń, zgonów i małżeństw w
"
"The Hague was bombed
","Haga została zbombardowana
"
"All Dutch people will be issued new ration registration cards
","Wszyscy Holendrzy otrzymają nowe paszporty żywnościowe
"
"Enough for today
","Wystarczy na dzisiaj
"
"Yours, Anne M
","Pozdrawiam, Anne M.
"
"SUNDAY, APRIL 16, 1944
","NIEDZIELA, 16 KWIETNIA 1944
"
"My dearest Kitty,
","Moja najdroższa koteczku,
"
"Remember yesterday's date, since it was a red-letter day for me
","Pamiętam wczorajszą randkę, ponieważ był to dla mnie dzień z czerwonymi literami
"
"Isn't it an important day for every girl when she gets her first kiss? Well then, it's no less important to me
","Czy to nie jest ważny dzień dla każdej dziewczyny, kiedy dostaje swój pierwszy pocałunek? W takim razie to dla mnie nie mniej ważne
"
"The time Bram kissed me on my right cheek or Mr
","Moment, w którym Bram pocałował mnie w prawy policzek lub Mr
"
"Woudstra on my right hand doesn't count
","Woudstra na mojej prawej ręce się nie liczy
"
"How did I suddenly come by this kiss? I'll tell you
","Jak nagle doszedłem do tego pocałunku? powiem ci
"
"Last night at eight I was sitting with Peter on his divan and it wasn't long before he put an arm around me
","Ostatniej nocy o ósmej siedziałem z Peterem na jego sofie i nie minęło wiele czasu, zanim mnie objął
"
"Since it was Saturday, he wasn't wearing his overalls
","Ponieważ była sobota, nie miał na sobie kombinezonu
"
"Why don t we move over a little
","Dlaczego się trochę nie ruszamy
"
"I said
","powiedziałem
"
"so won’t keep bumping my head against the cupboard
","więc nie będę dalej uderzać głową o szafkę
"
"He moved so far over he was practically in the corner
","Przesunął się tak daleko, że był praktycznie w rogu
"
"I slipped my arm under his and across his back, and he put his arm around my shoulder, so that I was nearly engulfed by him
","Wsunąłem rękę pod jego i po plecach, a on objął mnie ramieniem, tak że prawie zostałem przez niego pochłonięty
"
"We've sat like this on other occasions, but never so close as we were last night
","Siedzieliśmy tak przy innych okazjach, ale nigdy tak blisko, jak zeszłej nocy
"
"He held me firmly against him, my left side against his chest
","Trzymał mnie mocno przy sobie, moją lewą stroną do jego klatki piersiowej
"
"my heart had already begun to beat faster, but there was more to come
","moje serce już zaczęło bić szybciej, ale miało nadejść więcej
"
"He wasn't satisfied until my head lay on his shoulder, with his on top of mine
","Nie był usatysfakcjonowany, dopóki moja głowa nie spoczęła na jego ramieniu, a jego na mojej
"
"I sat up again after about five minutes, but before long he took my head in his hands and put it back next to his
","Usiadłem ponownie po około pięciu minutach, ale wkrótce wziął moją głowę w swoje dłonie i położył ją z powrotem obok swojej
"
"Oh, it was so wonderful
","Och, to było takie cudowne
"
"I could hardly talk, my pleasure was too intense
","Ledwo mogłem mówić, moja przyjemność była zbyt intensywna
"
"he caressed my cheek and arm, a bit clumsily, and played with my hair
","gładził mnie po policzku i ramieniu, trochę niezgrabnie, i bawił się moimi włosami
"
"Most of the time our heads were touching
","Przez większość czasu nasze głowy się stykały
"
"I can't tell you, Kitty, the feeling that ran through me
","Nie mogę ci powiedzieć, Kitty, uczucie, które mnie ogarnęło
"
