"June 12, 1942
","12 czerwca 1942
"
"I could join with Diana and Mary in all their occupations
","Mógłbym przyłączyć się do Diany i Mary we wszystkich ich zajęciach
"
"converse with them as much as they wished, and aid them when and where they would allow me
","rozmawiać z nimi, ile chcą, i pomagać im, kiedy i gdzie mi pozwolą
"
"There was a reviving pleasure in this intercourse, of a kind now tasted by me for the first time—the pleasure arising from perfect congeniality of tastes, sentiments, and principles
","W tym stosunku była odradzająca się przyjemność, jakiej teraz skosztowałem po raz pierwszy - przyjemność wynikająca z doskonałej zbieżności gustów, uczuć i zasad.
"
"I liked to read what they liked to read
","Lubiłem czytać to, co lubili czytać
"
"what they enjoyed, delighted me
","to, co im się podobało, zachwyciło mnie
"
"what they approved, I reverenced
","co zaaprobowali, szanowałem
"
"They loved their sequestered home
","Kochali swój odizolowany dom
"
"I, too, in the grey, small, antique structure, with its low roof, its latticed casements, its mouldering walls, its avenue of aged firs—all grown aslant under the stress of mountain winds
","Ja także w szarej, małej, antycznej konstrukcji, z niskim dachem, kratowymi skrzydłami, butwiejącymi ścianami, aleją starych jodeł - wszystko wyrosłe ukośnie pod naporem górskich wiatrów
"
"its garden, dark with yew and holly—and where no flowers but of the hardiest species would bloom—found a charm both potent and permanent
","jego ogród, ciemny od cisów i ostrokrzewu - i gdzie nie kwitły żadne kwiaty oprócz najtwardszych gatunków - znalazł urok zarówno potężny, jak i trwały
"
"They clung to the purple moors behind and around their dwelling—to the hollow vale into which the pebbly bridle-path leading from their gate descended, and which wound between fern-banks first, and then amongst a few of the wildest little pasture-fields that ever bordered a wilderness of heath, or gave sustenance to a flock of grey moorland sheep, with their little mossy-faced lambs
","Przylgnęli do fioletowych wrzosowisk za i wokół swojego mieszkania - do wydrążonej doliny, do której schodziła kamienista ścieżka prowadząca z ich bramy, która wiła się najpierw między brzegami paproci, a następnie między kilkoma najdzikszymi pastwiskami. które kiedykolwiek graniczyły z pustkowiem wrzosowisk lub dawały pożywienie stadu szarych owiec wrzosowiskowych z ich małymi owieczkami o omszałych twarzach
"
"they clung to this scene, I say, with a perfect enthusiasm of attachment
","trzymali się tej sceny, mówię, z doskonałym entuzjazmem przywiązania
"
"I could comprehend the feeling, and share both its strength and truth
","Mogłem pojąć to uczucie i podzielić się jego siłą i prawdą
"
"I saw the fascination of the locality
","Widziałem fascynację lokalnością
"
"I felt the
","Czułem
"
"consecration of its loneliness
","konsekracja jego samotności
"
"my eye feasted on the outline of swell and sweep—on the wild colouring communicated to ridge and dell by moss, by heath-bell, by flower-sprinkled turf, by brilliant bracken, and mellow granite crag
","moje oko delektowało się zarysem zgrubienia i zamiatania - dzikim ubarwieniem przekazywanym grzbietom i dolinom przez mech, dzwon wrzosowy, trawę pokrytą kwiatami, lśniącą orlicę i łagodną granitową turnię
"
"These details were just to me what they were to them—so many pure and sweet sources of pleasure
","Te szczegóły były dla mnie tym, czym były dla nich - tak wieloma czystymi i słodkimi źródłami przyjemności
"
"The strong blast and the soft breeze
","Silny podmuch i delikatna bryza
"
"the rough and the halcyon day
","ciężki i spokojny dzień
"
"the hours of sunrise and sunset
","godziny wschodu i zachodu słońca
"
"the moonlight and the clouded night, developed for me, in these regions, the same attraction as for them—wound round my faculties the same spell that entranced theirs
","światło księżyca i zachmurzona noc, rozwinęły się dla mnie w tych regionach, takie same przyciąganie jak dla nich - owinięte wokół moich zdolności tym samym zaklęciem, które oczarowało ich
"
"Indoors we agreed equally well
","Wewnątrz równie dobrze zgodziliśmy się
"
"They were both more accomplished and better read than I was
","Oboje byli bardziej dopracowani i lepiej przeczytani niż ja
"
"but with eagerness I followed in the path of knowledge they had trodden before me
","ale z zapałem szedłem ścieżką wiedzy, którą przede mną deptali
"
"I devoured the books they lent me
","Pożerałem książki, które mi pożyczyli
"
"then it was full satisfaction to discuss with them in the evening what I had perused during the day
","wtedy z pełną satysfakcją mogłem porozmawiać z nimi wieczorem o tym, co przeglądałem w ciągu dnia
"
"Thought fitted thought
","Myśl dopasowana do myśli
"
"opinion met opinion
","opinia spotkała się z opinią
"
"we coincided, in short, perfectly
","w skrócie, zbiegliśmy się doskonale
"
"If in our trio there was a superior and a leader, it was Diana
","Jeśli w naszym trio był przełożony i lider, to była to Diana
"
"Physically, she far excelled me
","Fizycznie znacznie mnie przewyższała
"
"she was handsome
","była przystojna
"
"she was vigorous
","była energiczna
"
"In her animal spirits there was an affluence of life and certainty of flow, such as excited my wonder, while it baffled my comprehension
","W jej zwierzęcych duchach był dostatek życia i pewność przepływu, takie jak podniecenie mojego zdziwienia, podczas gdy to zaskoczyło moje zrozumienie
"
"I could talk a while when the evening commenced, but the first gush of vivacity and fluency gone, I was fain to sit on a stool at Diana’s feet, to rest my head on her knee, and listen alternately to her and Mary, while they sounded thoroughly the topic on which I had but touched
","Mógłbym chwilę porozmawiać, gdy zaczął się wieczór, ale pierwszy przypływ ożywienia i płynności minął, miałem ochotę usiąść na stołku u stóp Diany, oprzeć głowę na jej kolanie i słuchać na przemian jej i Mary, podczas gdy one brzmiał dokładnie temat, którego tylko dotknąłem
"
"Diana offered to teach me German
","Diana zaproponowała, że ​​nauczy mnie niemieckiego
"
"I liked to learn of her
","Lubiłem się o niej uczyć
"
"I saw the part of instructress pleased and suited her
","Widziałem, że ta część instruktorki była dla niej zadowolona i odpowiadała jej
"
"that of scholar pleased and suited me no less
","to uczonego nie mniej mi się podobało i pasowało
"
"Our natures dovetailed
","Nasze natury połączyły się ze sobą
"
"mutual affection—of the strongest kind—was the result
","Rezultatem było wzajemne uczucie - najsilniejszego rodzaju
"
"They discovered I could draw
","Odkryli, że umiem rysować
"
"their pencils and colourboxes were immediately at my service
","ich ołówki i kolorowe pudełka były natychmiast do mojej dyspozycji
"
"My skill, greater in this one point than theirs, surprised and charmed them
","Moje umiejętności, większe w tej kwestii niż ich, zaskoczyły ich i oczarowały
"
"Mary would sit and watch me by the hour together
","Mary siadała i obserwowała mnie razem przez godzinę
"
"then she would take lessons
","wtedy brała lekcje
"
"and a docile, intelligent, assiduous pupil she made
","i posłuszną, inteligentną, wytrwałą uczennicą
"
"Thus occupied, and mutually entertained, days passed like hours, and weeks like days
","Dni zajęte i zabawione w ten sposób upływały jak godziny, a tygodnie jak dni
"
"As to Mr
","Co do pana
"
"St John, the intimacy which had arisen so naturally and rapidly between me and his sisters did not extend to him
","Święty Janie, zażyłość, która narodziła się tak naturalnie i szybko między mną a jego siostrami, nie rozciągnęła się na niego
"
"One reason of the distance yet observed between us was, that he was comparatively seldom at home
","Jedną z przyczyn dystansu, jaki do tej pory dzielił, był fakt, że stosunkowo rzadko bywał w domu
"
"a large proportion of his time appeared devoted to visiting the sick and poor among the scattered population of his parish
","znaczna część jego czasu wydawała się być poświęcona odwiedzaniu chorych i biednych wśród rozproszonej ludności parafii
"
"No weather seemed to hinder him in these pastoral excursions
","Wydawało się, że żadna pogoda nie przeszkadzała mu w tych pasterskich wycieczkach
"
"rain or fair, he would, when his hours of morning study were over, take his hat, and, followed by his father’s old pointer, Carlo, go out on his mission of love or duty—I scarcely know in which light he regarded it
","deszcz czy sprawiedliwość, kiedy skończy się jego poranna nauka, weźmie kapelusz i za nim wyruszy w swoją misję miłości lub obowiązku, a za nim stara się jego ojciec, Carlo - prawie nie wiem, w jakim świetle na to patrzył.
"
"Sometimes, when the day was very unfavourable, his sisters would expostulate
","Czasami, kiedy dzień był bardzo niesprzyjający, jego siostry wykrzykiwały
"
"He would then say, with a peculiar smile, more solemn than cheerful—
","Mówił wtedy, ze szczególnym uśmiechem, bardziej uroczystym niż radosnym…
"
"“And if I let a gust of wind or a sprinkling of rain turn me aside from these easy tasks, what preparation would such sloth be for the future I propose to myself?” Diana and Mary’s general answer to this question was a sigh, and some minutes of apparently mournful meditation
","„A jeśli pozwolę, by podmuch wiatru lub deszcz odciągnął mnie od tych łatwych zadań, jakie przygotowanie byłoby takie lenistwo na przyszłość, którą sobie proponuję?” Ogólną odpowiedzią Diany i Mary na to pytanie było westchnienie i kilka minut pozornie żałobnej medytacji
"
"But besides his frequent absences, there was another barrier to friendship with him
","Ale poza jego częstymi nieobecnościami istniała inna bariera w przyjaźni z nim
"
"he seemed of a reserved, an abstracted, and even of a brooding nature
","wydawał się powściągliwy, wyabstrahowany, a nawet ponury
"
"Zealous in his ministerial labours, blameless in his life and habits, he yet did not appear to enjoy that mental serenity, that inward content, which should be the reward of every sincere Christian and practical philanthropist
","Gorliwy w służbie kaznodziejskiej, nienaganny w życiu i przyzwyczajeniach, nie wydawał się jednak cieszyć tym spokojem umysłu, tą wewnętrzną treścią, która powinna być nagrodą dla każdego szczerego chrześcijanina i praktycznego filantropa
"
"Often, of an evening, when he sat at the window, his desk and papers before him, he would cease reading or writing, rest his chin on his hand, and deliver himself up to I know not what course of thought
","Często wieczorem, gdy siadał przy oknie, przed biurkiem i papierami, przestawał czytać lub pisać, opierał brodę na dłoni i podawał się do mnie, nie wiem, co myślę.
"
"but that it was perturbed and exciting might be seen in the frequent flash and changeful dilation of his eye
","ale to, że było niespokojne i ekscytujące, można było zobaczyć w częstym błysku i zmiennym rozszerzeniu jego oka
"
"I think, moreover, that Nature was not to him that treasury of delight it was to his sisters
","Myślę zresztą, że Natura nie była dla niego skarbnicą zachwytu, jaką była dla jego sióstr
"
"He expressed once, and but once in my hearing, a strong sense of the rugged charm of the hills, and an inborn affection for the dark roof and hoary walls he called his home
","Wyraził raz, ale raz w moim słyszeniu, silne poczucie surowego uroku wzgórz i wrodzone przywiązanie do ciemnego dachu i siwych ścian, które nazywał swoim domem.
"
"but there was more of gloom than pleasure in the tone and words in which the sentiment was manifested
","ale w tonie i słowach, w których wyrażał się ten sentyment, było więcej przygnębienia niż przyjemności
"
"and never did he seem to roam the moors for the sake of their soothing silence—never seek out or dwell upon the thousand peaceful delights they could yield
","i nigdy nie wydawał się wędrować po wrzosowiskach ze względu na ich kojącą ciszę - nigdy nie szukaj ani nie zatrzymuj się w tysiącach spokojnych rozkoszy, które mogliby dać
"
"Incommunicative as he was, some time elapsed before I had an opportunity of gauging his mind
","Chociaż był niekomunikatywny, upłynęło trochę czasu, zanim miałem okazję ocenić jego umysł
"
"I first got an idea of its calibre when I heard him preach in his own church at Morton
","Po raz pierwszy zrozumiałem jego kaliber, kiedy usłyszałem, jak głosił w swoim kościele w Morton
"
"I wish I could describe that sermon
","Chciałbym móc opisać to kazanie
"
"but it is past my power
","ale to jest poza moją mocą
"
"I cannot even render faithfully the effect it produced on me
","Nie potrafię nawet wiernie oddać efektu, jaki na mnie wywarł
"
"It began calm—and indeed, as far as delivery and pitch of voice went, it was calm to the end
","Zaczęło się spokojnie - i rzeczywiście, jeśli chodzi o przekaz i tonację głosu, był spokojny do końca
"
"an earnestly felt, yet strictly restrained zeal breathed soon in the distinct accents, and prompted the nervous language
","szczerze odczuwalna, ale ściśle powściągliwa gorliwość wkrótce wdychała wyraźne akcenty i pobudziła nerwowy język
"
"This grew to force —compressed, condensed, controlled
","To przybrało na sile - skompresowane, skondensowane, kontrolowane
"
"The heart was thrilled, the mind astonished, by the power of the preacher
","Serce zachwyciło się, a umysł zdumiony mocą kaznodziei
"
"neither were softened
","żadne z nich nie zostały zmiękczone
"
"Throughout there was a strange bitterness
","Przez cały czas panowała dziwna gorycz
"
"an absence of consolatory gentleness
","brak pocieszającej łagodności
"
"stern allusions to Calvinistic doctrines—election, predestination, reprobation—were frequent
","surowe aluzje do doktryn kalwińskich - wybranie, predestynacja, potępienie - były częste
"
"and each reference to these points sounded like a sentence pronounced for doom
","a każde odniesienie do tych punktów brzmiało jak wyrok wydany na zagładę
"
"When he had done, instead of feeling better, calmer, more enlightened by his discourse, I experienced an inexpressible sadness
","Kiedy skończył, zamiast czuć się lepiej, spokojniej, bardziej oświecony swoim dyskursem, doświadczyłem niewysłowionego smutku
"
"for it seemed to me—I know not whether equally so to others—that the eloquence to which I had been listening had sprung from a depth where lay turbid dregs of disappointment—where moved troubling impulses of insatiate yearnings and disquieting aspirations
","bo wydawało mi się - nie wiem, czy tak samo innym - że elokwencja, której słuchałem, wypłynęła z głębi, gdzie leżały mętne resztki rozczarowania - gdzie poruszały się niepokojące impulsy nienasyconych tęsknot i niepokojących aspiracji
"
"I was sure St
","Byłem pewien, że św
"
"John Rivers—pure-lived, conscientious, zealous as he was—had not yet found that peace of God which
","John Rivers - choć żył czysto, sumiennie i gorliwie - nie znalazł jeszcze tego pokoju Bożego, który
"
"passeth all understanding
","przekracza wszelkie zrozumienie
"
"he had no more found it, I thought, than had I with my concealed and racking regrets for my broken idol and lost elysium— regrets to which I have latterly avoided referring, but which possessed me and tyrannised over me ruthlessly
","Pomyślałem, że nie znalazł tego więcej, niż ja z ukrytym i dręczącym żalem z powodu mojego złamanego idola i utraconego elizjum - żalu, do którego ostatnio unikałem odniesienia, ale który opętał mnie i bezlitośnie tyranizował mnie
"
"Meantime a month was gone
","W międzyczasie minął miesiąc
"
"Diana and Mary were soon to leave Moor House, and return to the far different life and scene which awaited them, as governesses in a large, fashionable, south-of-England city, where each held a situation in families by whose wealthy and haughty members they were regarded only as humble dependants, and who neither knew nor sought out their innate excellences, and appreciated only their acquired accomplishments as they appreciated the skill of their cook or the taste of their waiting-woman
","Diana i Mary miały wkrótce opuścić Moor House i powrócić do zupełnie innego życia i sceny, które ich czekały jako guwernantki w dużym, modnym mieście na południu Anglii, gdzie każda z nich żyła w rodzinach, w których żyli bogaci i wyniosli. członków, których uważano tylko za pokornych podopiecznych, którzy ani nie znali, ani nie szukali ich wrodzonych doskonałości, i cenili tylko swoje nabyte osiągnięcia, ponieważ doceniali umiejętności swojej kucharki lub smak czekającej kobiety
"
"John had said nothing to me yet about the employment he had promised to obtain for me
","John nie powiedział mi jeszcze nic o zatrudnieniu, które obiecał dla mnie zdobyć
"
"yet it became urgent that I should have a vocation of some kind
","ale stało się pilne, żebym miał jakieś powołanie
"
"One morning, being left alone with him a few minutes in the parlour, I ventured to approach the window-recess—which his table, chair, and desk consecrated as a kind of study—and I was going to speak, though not very well knowing in what words to frame my inquiry—for it is at all times difficult to break the ice of reserve glassing over such natures as his—when he saved me the trouble by being the first to commence a dialogue
","Pewnego ranka, zostając z nim sam na kilka minut w salonie, odważyłem się podejść do wnęki okiennej - którą jego stół, krzesło i biurko poświęcono jako swego rodzaju gabinet - i miałem zamiar przemówić, choć niezbyt dobrze wiedząc, jakimi słowami ująć moje pytanie - bo zawsze trudno jest przełamać lody rezerwowego szkła nad takimi naturami jak jego - kiedy oszczędził mi kłopotu, będąc pierwszym, który rozpoczął dialog
"
"Looking up as I drew near—“You have a question to ask of me?” he said
","Spoglądając w górę, gdy się zbliżałem - „Masz mi pytanie?” powiedział
"
"I wish to know whether you have heard of any service I can offer myself to undertake?” “I found or devised something for you three weeks ago
","Chciałbym wiedzieć, czy słyszałeś o jakiejkolwiek usłudze, którą mogę się zaoferować? ” „Znalazłem lub wymyśliłem coś dla ciebie trzy tygodnie temu
"
"but as you seemed both useful and happy here—as my sisters had evidently become attached to you, and your society gave them unusual pleasure—I deemed it inexpedient to break in on your mutual comfort till their approaching departure from Marsh End should render yours necessary.” “And they will go in three days now?” I said
","ale ponieważ wydawałeś się tu zarówno pożyteczny, jak i szczęśliwy - ponieważ moje siostry najwyraźniej przywiązały się do ciebie, a twoje towarzystwo sprawiało im niezwykłą przyjemność - uznałem za niewłaściwe włamanie się do waszej wzajemnej wygody, dopóki ich zbliżające się odejście z Marsh End nie sprawi, że wasze będzie konieczne. . ” - I odejdą teraz za trzy dni? powiedziałem
"
"and when they go, I shall return to the parsonage at Morton
","a kiedy odejdą, wrócę na plebanię w Morton
"
"Hannah will accompany me
","Hannah będzie mi towarzyszyć
"
"and this old house will be shut up.” I waited a few moments, expecting he would go on with the subject first broached
","a ten stary dom zostanie zamknięty ”. Odczekałem kilka chwil, spodziewając się, że będzie kontynuował poruszony temat
"
"but he seemed to have entered another train of reflection
","ale wydawało się, że wszedł w inny ciąg refleksji
"
"his look denoted abstraction from me and my business
","jego spojrzenie oznaczało abstrahowanie ode mnie i mojej firmy
"
"I was obliged to recall him to a theme which was of necessity one of close and anxious interest to me
","Musiałem przypomnieć mu temat, który z konieczności był dla mnie bardzo interesujący i niespokojny
"
"What is the employment you had in view, Mr
","Jakie ma pan zatrudnienie, panie komisarzu?
"
"Rivers? I hope this delay will not have increased the difficulty of securing it.” “Oh, no
","Rzeki? Mam nadzieję, że to opóźnienie nie zwiększy trudności w jego zabezpieczeniu ”. ""O nie
"
"since it is an employment which depends only on me to give, and you to accept.”
","ponieważ jest to praca, która zależy tylko ode mnie, a ty ją przyjmiesz ”.
"
"He again paused
","Znowu się zatrzymał
"
"there seemed a reluctance to continue
","wydawało się, że niechętnie kontynuuje
"
"I grew impatient
","Zniecierpliwiłem się
"
"a restless movement or two, and an eager and exacting glance fastened on his face, conveyed the feeling to him as effectually as words could have done, and with less trouble
","niespokojny ruch lub dwa oraz gorliwe i wymagające spojrzenie utkwione w jego twarzy, przekazały mu to uczucie tak skutecznie, jak mogły to uczynić słowa, iz mniejszym kłopotem
"
"You need be in no hurry to hear,” he said
","Nie musisz się spieszyć, aby usłyszeć - powiedział
"
"let me frankly tell you, I have nothing eligible or profitable to suggest
","powiem ci szczerze, nie mam nic odpowiedniego ani opłacalnego do zasugerowania
"
"Before I explain, recall, if you please, my notice, clearly given, that if I helped you, it must be as the blind man would help the lame
","Zanim wyjaśnię, przypomnij sobie, proszę, moje ostrzeżenie, wyraźnie podane, że jeśli ci pomogłem, to musi być tak, jak niewidomy pomógłby chromemu
"
"I am poor
","Jestem biednym
"
"for I find that, when I have paid my father’s debts, all the patrimony remaining to me will be this crumbling grange, the row of scathed firs behind, and the patch of moorish soil, with the yew-trees and holly-bushes in front
","bo stwierdzam, że kiedy spłacę długi mojego ojca, całe dziedzictwo, które mi pozostanie, będzie tym rozpadającym się folwarkiem, rzędem rozrzuconych jodeł z tyłu i skrawkiem wrzosowisk, z cisami i krzewami ostrokrzewu z przodu
"
"I am obscure
","Jestem niejasny
"
"Rivers is an old name
","Rzeki to stara nazwa
"
"but of the three sole descendants of the race, two earn the dependant’s crust among strangers, and the third considers himself an alien from his native country— not only for life, but in death
","ale z trzech jedynych potomków rasy dwoje zarabia skorupę zależnego wśród nieznajomych, a trzeci uważa się za obcego ze swojego ojczystego kraju - nie tylko na całe życie, ale i na śmierć
"
"Yes, and deems, and is bound to deem, himself honoured by the lot, and aspires but after the day when the cross of separation from fleshly ties shall be laid on his shoulders, and when the Head of that church-militant of whose humblest members he is one, shall give the word, ‘Rise, follow Me!’” St
","Tak, i uważa, i jest zobowiązany uważać, że jest zaszczycony losem i aspiruje, ale po dniu, w którym krzyż oddzielenia od więzów cielesnych zostanie złożony na jego ramiona, i kiedy głowa tego bojownika kościoła, z którego najskromniejszego członków, on jest jeden, powie słowo: „Powstańcie, idźcie za Mną!” ”Św
"
"John said these words as he pronounced his sermons, with a quiet, deep voice
","Jan wypowiedział te słowa, wypowiadając swoje kazania cichym, głębokim głosem
"
"with an unflushed cheek, and a coruscating radiance of glance
","z rozczłonkowanym policzkiem i błyszczącym blaskiem spojrzenia
"
"He resumed— “And since I am myself poor and obscure, I can offer you but a service of poverty and obscurity
","On wznowił: „A ponieważ sam jestem biedny i niejasny, mogę ci zaoferować tylko posługę ubóstwa i zapomnienia
"
"You may even think it degrading—for I see now your habits have been what the world calls refined
","Możesz nawet pomyśleć, że to poniżające - bo teraz widzę, że twoje nawyki były tym, co świat nazywa wyrafinowanymi
"
"your tastes lean to the ideal, and your society has at least been amongst the educated
","Wasze gusta kierują się ku ideałowi, a wasze społeczeństwo należy przynajmniej do wykształconych
"
"but I consider that no service degrades which can better our race
","ale uważam, że żadna usługa nie degraduje naszej rasy, co mogłoby ulepszyć naszą rasę
"
"I hold that the more arid and unreclaimed the soil where the Christian labourer’s task of tillage is appointed him—the scantier the meed his toil brings—the higher the honour
","Uważam, że im bardziej sucha i nieodzyskana gleba, na której wyznaczył go chrześcijański robotnik uprawiający ziemię - im mniejszy jest jego trud - tym wyższy zaszczyt
"
"His, under such circumstances, is the destiny of the pioneer
","W takich okolicznościach jego przeznaczeniem jest pionier
"
"and the first pioneers of the Gospel were the Apostles—their captain was Jesus, the Redeemer, Himself.” “Well?” I said, as he again paused—“proceed.” He looked at me before he proceeded
","a pierwszymi pionierami Ewangelii byli Apostołowie, a ich wodzem był Jezus, Sam Odkupiciel ”. ""Dobrze?"" Powiedziałem, kiedy znowu przerwał - „kontynuuj”. Spojrzał na mnie, zanim zaczął
"
"indeed, he seemed leisurely to read my face, as if its features and lines were characters on a page
","rzeczywiście wydawał się leniwie czytać z mojej twarzy, jakby jej rysy i linie były znakami na stronie
"
"The conclusions drawn from this scrutiny he partially expressed in his succeeding observations
","Wnioski wyciągnięte z tej analizy częściowo wyraził w kolejnych obserwacjach
"
"I believe you will accept the post I offer you,” said he, “and hold it for a while
","Wierzę, że przyjmiesz stanowisko, które ci oferuję - powiedział - i utrzymasz je przez chwilę
"
"not permanently, though
","jednak nie na stałe
"
"any more than I could permanently keep the narrow and narrowing—the tranquil, hidden office of English country incumbent
","nie bardziej niż mogłem trwale utrzymać wąskie i zwężające się - spokojne, ukryte biuro urzędu brytyjskiego
"
"for in your nature is an alloy as detrimental to repose as that in mine, though of a different kind.”
","albowiem w twojej naturze jest stop równie szkodliwy dla spoczynku, jak ten w mojej, choć innego rodzaju. ""
"
"“Do explain,” I urged, when he halted once more
","- Wyjaśnij - nalegałem, kiedy zatrzymał się ponownie
"
"I will
","będę
"
"and you shall hear how poor the proposal is,—how trivial—how cramping
","a usłyszysz, jak słaba jest ta propozycja - jakże trywialna - jak ciasna
"
"I shall not stay long at Morton, now that my father is dead, and that I am my own master
","Nie zostanę długo w Morton, skoro mój ojciec nie żyje, a ja sam jestem swoim panem
"
"I shall leave the place probably in the course of a twelve-month
","Prawdopodobnie opuszczę to miejsce w ciągu dwunastu miesięcy
"
"but while I do stay, I will exert myself to the utmost for its improvement
","ale dopóki zostanę, dołożę wszelkich starań, aby go ulepszyć
"
"Morton, when I came to it two years ago, had no school
","Morton, kiedy przyszedłem do niego dwa lata temu, nie miał szkoły
"
"the children of the poor were excluded from every hope of progress
","dzieci ubogich były wyłączone z wszelkiej nadziei na postęp
"
"I established one for boys
","Założyłem jeden dla chłopców
"
"I mean now to open a second school for girls
","Mam na myśli teraz otworzyć drugą szkołę dla dziewcząt
"
"I have hired a building for the purpose, with a cottage of two rooms attached to it for the mistress’s house
","Wynajęłam na ten cel budynek, do którego przylegała chata z dwoma pokojami na dom pani
"
"Her salary will be thirty pounds a year
","Jej pensja będzie wynosić trzydzieści funtów rocznie
"
"her house is already furnished, very simply, but sufficiently, by the kindness of a lady, Miss Oliver
","jej dom jest już umeblowany, bardzo prosto, ale dostatecznie, dzięki uprzejmości pani, panny Oliver
"
"the only daughter of the sole rich man in my parish—Mr
","jedyna córka jedynego bogacza w mojej parafii - p
"
"Oliver, the proprietor of a needle-factory and iron-foundry in the valley
","Oliver, właściciel fabryki igieł i odlewni żelaza w dolinie
"
"The same lady pays for the education and clothing of an orphan from the workhouse, on condition that she shall aid the mistress in such menial offices connected with her own house and the school as her occupation of teaching will prevent her having time to discharge in person
","Ta sama pani płaci za wychowanie i ubranie sieroty z przytułku, pod warunkiem, że będzie pomagać kochance w takich urzędach związanych z jej własnym domem i szkołą, ponieważ jej zawód nauczyciela uniemożliwi jej osobiste zwolnienie.
"
"Will you be this mistress?” He put the question rather hurriedly
","Będziesz tą kochanką? ” Zadał pytanie raczej pospiesznie
"
"he seemed half to expect an indignant, or at least a disdainful rejection of the offer
","wydawało się, że prawie spodziewał się oburzenia, a przynajmniej lekceważącego odrzucenia oferty
"
"not knowing all my thoughts and feelings, though guessing some, he could not tell in what light the lot would appear to me
","nie znając wszystkich moich myśli i uczuć, choć trochę się domyślał, nie potrafił powiedzieć, w jakim świetle wszystko mi się wyda
"
"In truth it was humble—but then it was sheltered, and I wanted a safe asylum
","Prawdę mówiąc, było to skromne - ale wtedy było chronione i chciałem bezpiecznego azylu
"
"it was plodding—but then, compared with that of a governess in a rich house, it was independent
","walczył - ale potem, w porównaniu z guwernantką w bogatym domu, był niezależny
"
"and the fear of servitude with strangers entered my soul like iron
","a strach przed niewolą obcymi wniknął w moją duszę jak żelazo
"
"it was not ignoble—not unworthy—not mentally degrading, I made my decision
","nie było niegodziwe - nie niegodne - nie poniżające psychicznie, podjąłem decyzję
"
"I thank you for the proposal, Mr
","Dziękuję za propozycję, panie komisarzu
"
"Rivers, and I accept it with all my heart.” “But you comprehend me?” he said
","Rzeki i akceptuję to z całego serca ”. „Ale rozumiesz mnie?” powiedział
"
"It is a village school
","To jest wiejska szkoła
"
"your scholars will be only poor girls—cottagers’ children—at the best, farmers’ daughters
","waszymi uczonymi będą tylko biedne dziewczynki - dzieci wieśniaków - w najlepszym przypadku córki rolników
"
"Knitting, sewing, reading, writing, ciphering, will be all you will have to teach
","Robienie na drutach, szycie, czytanie, pisanie, szyfrowanie to wszystko, czego będziesz musiał uczyć
"
"What will you do with your accomplishments? What, with the largest portion of your mind—sentiments—tastes?” “Save them till they are wanted
","Co zrobisz ze swoimi osiągnięciami? Co, z największą częścią twojego umysłu - sentymentów - gustów? ” „Zachowaj ich, aż będą poszukiwani
"
"They will keep.” “You know what you undertake, then?” “I do.” He now smiled
","Będą trzymać ”. - W takim razie wiesz, czego się podejmujesz? ""Ja robię."" Teraz się uśmiechnął
"
"and not a bitter or a sad smile, but one well pleased and deeply gratified
","i nie zgorzkniałym ani smutnym uśmiechem, ale bardzo zadowolonym i głęboko zadowolonym
"
"And when will you commence the exercise of your function?”
","Kiedy zaczniesz pełnić swoją funkcję? ”
"
"“I will go to my house to-morrow, and open the school, if you like, next week.” “Very well
","- Pójdę jutro do domu i otworzę szkołę, jeśli chcesz, w przyszłym tygodniu. ""Bardzo dobrze
"
"so be it.” He rose and walked through the room
","niech tak będzie."" Wstał i przeszedł przez pokój
"
"Standing still, he again looked at me
","Stojąc nieruchomo, ponownie spojrzał na mnie
"
"He shook his head
","Potrząsnął głową
"
"What do you disapprove of, Mr
","Czego pan się nie zgadza, panie
"
"Rivers?” I asked
","Rzeki? ” Zapytałam
"
"You will not stay at Morton long
","Nie zostaniesz długo w Morton
"
"no, no!” “Why? What is your reason for saying so?” “I read it in your eye
","nie? Nie!"" ""Dlaczego? Jaki jest powód, dla którego tak mówisz? ” „Przeczytałem to w twoich oczach
"
"it is not of that description which promises the maintenance of an even tenor in life.” “I am not ambitious.” He started at the word “ambitious.” He repeated, “No
","nie jest to opis, który obiecuje utrzymanie równego brzmienia w życiu ”. „Nie jestem ambitny”. Zaczął od słowa „ambitny”. Powtórzył: „Nie
"
"What made you think of ambition? Who is ambitious? I know I am
","Co sprawiło, że pomyślałeś o ambicji? Kto jest ambitny? wiem że jestem
"
"but how did you find it out?” “I was speaking of myself.” “Well, if you are not ambitious, you are—” He paused
","ale jak się tego dowiedziałeś? ” „Mówiłem o sobie”. - Cóż, jeśli nie jesteś ambitny, jesteś… - przerwał
"
"What?” “I was going to say, impassioned
","Co?"" „Chciałem powiedzieć, pełen pasji
"
"but perhaps you would have misunderstood the word, and been displeased
","ale być może źle zrozumiałbyś to słowo i byłbyś niezadowolony
"
"I mean, that human affections and sympathies have a most powerful hold on you
","Mam na myśli to, że ludzkie uczucia i sympatie mają nad tobą największy wpływ
"
"I am sure you cannot long be content to pass your leisure in solitude, and to devote your working hours to a monotonous labour wholly void of stimulus
","Jestem pewien, że nie możesz długo zadowolić się spędzaniem wolnego czasu w samotności i poświęcaniem czasu pracy na monotonną pracę całkowicie pozbawioną bodźców.
"
